GAME_ID,Season ID,Home Team Name,Away Team Name,Home Points,Away Points,Home Win,Match,Date
0020800200,22008,Houston Rockets,Houston Rockets,107,107,W,HOU @ MIA,2008-11-24
0020800205,22008,Washington Wizards,Golden State Warriors,124,100,W,WAS vs. GSW,2008-11-25
0020800206,22008,New York Knicks,Cleveland Cavaliers,101,119,L,NYK vs. CLE,2008-11-25
0020800207,22008,Oklahoma City Thunder,Phoenix Suns,98,99,W,PHX @ OKC,2008-11-25
0020800208,22008,Dallas Mavericks,Indiana Pacers,109,106,L,IND @ DAL,2008-11-25
0020800209,22008,Los Angeles Lakers,Brooklyn Nets,120,93,W,LAL vs. NJN,2008-11-25
0020800210,22008,Atlanta Hawks,Milwaukee Bucks,102,96,W,ATL vs. MIL,2008-11-26
0020800211,22008,Cleveland Cavaliers,Oklahoma City Thunder,117,82,W,CLE vs. OKC,2008-11-26
0020800212,22008,Toronto Raptors,Charlotte Hornets,93,86,L,CHA @ TOR,2008-11-26
0020800213,22008,Boston Celtics,Golden State Warriors,119,111,L,GSW @ BOS,2008-11-26
0020800214,22008,Philadelphia 76ers,Orlando Magic,94,96,L,PHI vs. ORL,2008-11-26
0020800215,22008,Detroit Pistons,New York Knicks,110,96,W,DET vs. NYK,2008-11-26
0020800216,22008,Minnesota Timberwolves,Phoenix Suns,102,110,W,PHX @ MIN,2008-11-26
0020800217,22008,Houston Rockets,Indiana Pacers,90,91,L,HOU vs. IND,2008-11-26
0020800218,22008,San Antonio Spurs,Chicago Bulls,98,88,L,CHI @ SAS,2008-11-26
0020800219,22008,Utah Jazz,Memphis Grizzlies,117,100,W,UTA vs. MEM,2008-11-26
0020800220,22008,Portland Trail Blazers,Miami Heat,106,68,W,POR vs. MIA,2008-11-26
0020800221,22008,Sacramento Kings,Brooklyn Nets,114,116,L,SAC vs. NJN,2008-11-26
0020800222,22008,Los Angeles Clippers,Denver Nuggets,105,106,L,LAC vs. DEN,2008-11-26
0020800223,22008,Washington Wizards,Orlando Magic,90,105,L,WAS vs. ORL,2008-11-27
0020800224,22008,Denver Nuggets,New Orleans Pelicans,101,105,W,NOH @ DEN,2008-11-27
0020800225,22008,Toronto Raptors,Atlanta Hawks,93,88,L,ATL @ TOR,2008-11-28
0020800226,22008,Boston Celtics,Philadelphia 76ers,102,78,L,PHI @ BOS,2008-11-28
0020800227,22008,Cleveland Cavaliers,Golden State Warriors,112,97,W,CLE vs. GSW,2008-11-28
0020800228,22008,Detroit Pistons,Milwaukee Bucks,107,97,L,MIL @ DET,2008-11-28
0020800229,22008,Indiana Pacers,Charlotte Hornets,108,115,L,IND vs. CHA,2008-11-28
0020800230,22008,Oklahoma City Thunder,Minnesota Timberwolves,103,105,L,OKC vs. MIN,2008-11-28
0020800231,22008,Phoenix Suns,Miami Heat,92,107,L,PHX vs. MIA,2008-11-28
0020800232,22008,San Antonio Spurs,Memphis Grizzlies,109,98,W,SAS vs. MEM,2008-11-28
0020800233,22008,Utah Jazz,Sacramento Kings,120,94,W,UTA vs. SAC,2008-11-28
0020800234,22008,Portland Trail Blazers,New Orleans Pelicans,101,86,L,NOH @ POR,2008-11-28
0020800235,22008,Los Angeles Lakers,Dallas Mavericks,114,107,L,DAL @ LAL,2008-11-28
0020800236,22008,Charlotte Hornets,Boston Celtics,84,89,W,BOS @ CHA,2008-11-29
0020800237,22008,Orlando Magic,Indiana Pacers,110,96,W,ORL vs. IND,2008-11-29
0020800238,22008,Washington Wizards,Atlanta Hawks,98,102,W,ATL @ WAS,2008-11-29
0020800239,22008,New York Knicks,Golden State Warriors,138,125,W,NYK vs. GSW,2008-11-29
0020800240,22008,Memphis Grizzlies,Oklahoma City Thunder,103,111,W,OKC @ MEM,2008-11-29
0020800241,22008,Minnesota Timberwolves,Denver Nuggets,97,106,W,DEN @ MIN,2008-11-29
0020800242,22008,Houston Rockets,San Antonio Spurs,103,84,L,SAS @ HOU,2008-11-29
0020800243,22008,Milwaukee Bucks,Cleveland Cavaliers,85,97,W,CLE @ MIL,2008-11-29
0020800244,22008,Utah Jazz,Brooklyn Nets,88,105,L,UTA vs. NJN,2008-11-29
0020800245,22008,Sacramento Kings,Dallas Mavericks,78,101,L,SAC vs. DAL,2008-11-29
0020800246,22008,Los Angeles Clippers,Miami Heat,97,96,W,LAC vs. MIA,2008-11-29
0020800247,22008,Detroit Pistons,Portland Trail Blazers,85,96,L,DET vs. POR,2008-11-30
0020800248,22008,Philadelphia 76ers,Chicago Bulls,92,103,W,CHI @ PHI,2008-11-30
0020800249,22008,Denver Nuggets,Houston Rockets,104,94,L,HOU @ DEN,2008-11-30
0020800250,22008,Phoenix Suns,Brooklyn Nets,109,117,L,PHX vs. NJN,2008-11-30
0020800251,22008,Los Angeles Lakers,Toronto Raptors,112,99,L,TOR @ LAL,2008-11-30
0020800252,22008,Charlotte Hornets,Minnesota Timberwolves,100,90,L,MIN @ CHA,2008-12-01
0020800253,22008,Boston Celtics,Orlando Magic,107,88,L,ORL @ BOS,2008-12-01
0020800254,22008,Golden State Warriors,Miami Heat,129,130,W,MIA @ GSW,2008-12-01
0020800255,22008,Indiana Pacers,Los Angeles Lakers,118,117,L,LAL @ IND,2008-12-02
0020800256,22008,Brooklyn Nets,Washington Wizards,88,108,W,WAS @ NJN,2008-12-02
0020800257,22008,New York Knicks,Portland Trail Blazers,97,104,L,NYK vs. POR,2008-12-02
0020800258,22008,Chicago Bulls,Philadelphia 76ers,95,103,L,CHI vs. PHI,2008-12-02
0020800259,22008,Dallas Mavericks,Los Angeles Clippers,100,98,W,DAL vs. LAC,2008-12-02
0020800260,22008,San Antonio Spurs,Detroit Pistons,77,89,W,DET @ SAS,2008-12-02
0020800261,22008,Denver Nuggets,Toronto Raptors,132,93,L,TOR @ DEN,2008-12-02
0020800262,22008,Sacramento Kings,Utah Jazz,94,99,L,SAC vs. UTA,2008-12-02
0020800263,22008,Atlanta Hawks,Memphis Grizzlies,105,95,W,ATL vs. MEM,2008-12-03
0020800264,22008,Charlotte Hornets,Oklahoma City Thunder,103,97,L,OKC @ CHA,2008-12-03
0020800265,22008,Cleveland Cavaliers,New York Knicks,118,82,W,CLE vs. NYK,2008-12-03
0020800266,22008,Orlando Magic,Minnesota Timberwolves,100,89,L,MIN @ ORL,2008-12-03
0020800267,22008,Philadelphia 76ers,Los Angeles Lakers,102,114,W,LAL @ PHI,2008-12-03
0020800268,22008,Washington Wizards,Portland Trail Blazers,92,98,L,WAS vs. POR,2008-12-03
0020800269,22008,Boston Celtics,Indiana Pacers,114,96,W,BOS vs. IND,2008-12-03
0020800270,22008,Milwaukee Bucks,Chicago Bulls,97,90,L,CHI @ MIL,2008-12-03
0020800271,22008,New Orleans Pelicans,Phoenix Suns,104,91,L,PHX @ NOH,2008-12-03
0020800272,22008,Houston Rockets,Los Angeles Clippers,103,96,L,LAC @ HOU,2008-12-03
0020800273,22008,Utah Jazz,Miami Heat,89,93,L,UTA vs. MIA,2008-12-03
0020800274,22008,Dallas Mavericks,Phoenix Suns,112,97,W,DAL vs. PHX,2008-12-04
0020800275,22008,Denver Nuggets,San Antonio Spurs,91,108,W,SAS @ DEN,2008-12-04
0020800276,22008,Orlando Magic,Oklahoma City Thunder,98,89,L,OKC @ ORL,2008-12-05
0020800277,22008,Washington Wizards,Los Angeles Lakers,104,106,L,WAS vs. LAL,2008-12-05
0020800278,22008,Atlanta Hawks,New York Knicks,98,95,L,NYK @ ATL,2008-12-05
0020800279,22008,Cleveland Cavaliers,Indiana Pacers,97,73,W,CLE vs. IND,2008-12-05
0020800280,22008,Brooklyn Nets,Minnesota Timberwolves,113,84,W,NJN vs. MIN,2008-12-05
0020800281,22008,Boston Celtics,Portland Trail Blazers,93,78,W,BOS vs. POR,2008-12-05
0020800282,22008,Detroit Pistons,Philadelphia 76ers,91,96,W,PHI @ DET,2008-12-05
0020800283,22008,Memphis Grizzlies,Los Angeles Clippers,93,81,L,LAC @ MEM,2008-12-05
0020800284,22008,Houston Rockets,Golden State Warriors,131,112,W,HOU vs. GSW,2008-12-05
0020800285,22008,Milwaukee Bucks,Charlotte Hornets,101,96,L,CHA @ MIL,2008-12-05
0020800286,22008,Utah Jazz,Toronto Raptors,114,87,W,UTA vs. TOR,2008-12-05
0020800287,22008,Charlotte Hornets,Cleveland Cavaliers,74,94,L,CHA vs. CLE,2008-12-06
0020800288,22008,Miami Heat,Oklahoma City Thunder,105,99,W,MIA vs. OKC,2008-12-06
0020800289,22008,Philadelphia 76ers,Brooklyn Nets,84,95,W,NJN @ PHI,2008-12-06
0020800290,22008,Minnesota Timberwolves,Los Angeles Clippers,84,107,W,LAC @ MIN,2008-12-06
0020800291,22008,New Orleans Pelicans,Memphis Grizzlies,106,87,W,NOH vs. MEM,2008-12-06
0020800292,22008,Chicago Bulls,Washington Wizards,117,110,W,CHI vs. WAS,2008-12-06
0020800293,22008,Dallas Mavericks,Atlanta Hawks,100,98,W,DAL vs. ATL,2008-12-06
0020800294,22008,San Antonio Spurs,Golden State Warriors,123,88,W,SAS vs. GSW,2008-12-06
0020800295,22008,Phoenix Suns,Utah Jazz,106,104,W,PHX vs. UTA,2008-12-06
0020800296,22008,Sacramento Kings,Denver Nuggets,85,118,W,DEN @ SAC,2008-12-06
0020800297,22008,New York Knicks,Detroit Pistons,104,92,W,NYK vs. DET,2008-12-07
0020800298,22008,Toronto Raptors,Portland Trail Blazers,97,98,W,POR @ TOR,2008-12-07
0020800299,22008,Indiana Pacers,Boston Celtics,117,122,L,IND vs. BOS,2008-12-07
0020800300,22008,Los Angeles Lakers,Milwaukee Bucks,105,92,W,LAL vs. MIL,2008-12-07
0020800301,22008,Miami Heat,Charlotte Hornets,100,96,L,CHA @ MIA,2008-12-08
0020800302,22008,Memphis Grizzlies,Houston Rockets,109,97,W,MEM vs. HOU,2008-12-08
0020800303,22008,Oklahoma City Thunder,Golden State Warriors,102,112,W,GSW @ OKC,2008-12-08
0020800304,22008,Los Angeles Clippers,Orlando Magic,88,95,W,ORL @ LAC,2008-12-08
0020800305,22008,Cleveland Cavaliers,Toronto Raptors,114,94,W,CLE vs. TOR,2008-12-09
0020800306,22008,Washington Wizards,Detroit Pistons,107,94,W,WAS vs. DET,2008-12-09
0020800307,22008,Minnesota Timberwolves,Utah Jazz,96,99,W,UTA @ MIN,2008-12-09
0020800308,22008,Chicago Bulls,New York Knicks,105,100,L,NYK @ CHI,2008-12-09
0020800309,22008,Dallas Mavericks,San Antonio Spurs,126,133,W,SAS @ DAL,2008-12-09
0020800310,22008,Houston Rockets,Atlanta Hawks,92,84,W,HOU vs. ATL,2008-12-09
0020800311,22008,Phoenix Suns,Milwaukee Bucks,125,110,L,MIL @ PHX,2008-12-09
0020800312,22008,Portland Trail Blazers,Orlando Magic,108,109,W,ORL @ POR,2008-12-09
0020800313,22008,Sacramento Kings,Los Angeles Lakers,113,101,L,LAL @ SAC,2008-12-09
0020800314,22008,Toronto Raptors,Indiana Pacers,101,88,W,TOR vs. IND,2008-12-10
0020800315,22008,Brooklyn Nets,New York Knicks,109,121,W,NYK @ NJN,2008-12-10
0020800316,22008,New Orleans Pelicans,Charlotte Hornets,105,89,W,NOH vs. CHA,2008-12-10
0020800317,22008,Oklahoma City Thunder,Memphis Grizzlies,102,108,W,MEM @ OKC,2008-12-10
0020800318,22008,Philadelphia 76ers,Cleveland Cavaliers,93,101,W,CLE @ PHI,2008-12-10
0020800319,22008,San Antonio Spurs,Atlanta Hawks,95,89,L,ATL @ SAS,2008-12-10
0020800320,22008,Denver Nuggets,Minnesota Timberwolves,116,105,W,DEN vs. MIN,2008-12-10
0020800321,22008,Golden State Warriors,Milwaukee Bucks,119,96,L,MIL @ GSW,2008-12-10
0020800322,22008,Los Angeles Lakers,Phoenix Suns,115,110,W,LAL vs. PHX,2008-12-10
0020800323,22008,Washington Wizards,Boston Celtics,88,122,L,WAS vs. BOS,2008-12-11
0020800324,22008,Dallas Mavericks,Charlotte Hornets,95,90,L,CHA @ DAL,2008-12-11
0020800325,22008,Utah Jazz,Portland Trail Blazers,97,88,L,POR @ UTA,2008-12-11
0020800326,22008,Cleveland Cavaliers,Philadelphia 76ers,88,72,W,CLE vs. PHI,2008-12-12
0020800327,22008,Miami Heat,Atlanta Hawks,73,87,L,MIA vs. ATL,2008-12-12
0020800328,22008,Brooklyn Nets,Toronto Raptors,79,101,L,NJN vs. TOR,2008-12-12
0020800329,22008,Boston Celtics,New Orleans Pelicans,94,82,L,NOH @ BOS,2008-12-12
0020800330,22008,Detroit Pistons,Indiana Pacers,114,110,W,DET vs. IND,2008-12-12
0020800331,22008,Memphis Grizzlies,Chicago Bulls,103,96,W,MEM vs. CHI,2008-12-12
0020800332,22008,Minnesota Timberwolves,San Antonio Spurs,86,98,W,SAS @ MIN,2008-12-12
0020800333,22008,Phoenix Suns,Orlando Magic,113,112,W,PHX vs. ORL,2008-12-12
0020800334,22008,Portland Trail Blazers,Los Angeles Clippers,112,120,L,POR vs. LAC,2008-12-12
0020800335,22008,Golden State Warriors,Houston Rockets,108,119,L,GSW vs. HOU,2008-12-12
0020800336,22008,Los Angeles Lakers,Sacramento Kings,112,103,W,LAL vs. SAC,2008-12-12
0020800337,22008,Atlanta Hawks,Cleveland Cavaliers,97,92,L,CLE @ ATL,2008-12-13
0020800338,22008,Charlotte Hornets,Detroit Pistons,86,90,L,CHA vs. DET,2008-12-13
0020800339,22008,Philadelphia 76ers,Washington Wizards,104,89,L,WAS @ PHI,2008-12-13
0020800340,22008,Chicago Bulls,Brooklyn Nets,113,104,L,NJN @ CHI,2008-12-13
0020800341,22008,Dallas Mavericks,Oklahoma City Thunder,103,99,L,OKC @ DAL,2008-12-13
0020800342,22008,Milwaukee Bucks,Indiana Pacers,121,103,W,MIL vs. IND,2008-12-13
0020800343,22008,Denver Nuggets,Golden State Warriors,123,105,W,DEN vs. GSW,2008-12-13
0020800344,22008,Utah Jazz,Orlando Magic,94,103,W,ORL @ UTA,2008-12-13
0020800345,22008,Sacramento Kings,New York Knicks,90,114,W,NYK @ SAC,2008-12-13
0020800346,22008,Los Angeles Clippers,Houston Rockets,95,82,L,HOU @ LAC,2008-12-13
0020800347,22008,Toronto Raptors,New Orleans Pelicans,91,99,W,NOH @ TOR,2008-12-14
0020800348,22008,Memphis Grizzlies,Miami Heat,102,86,L,MIA @ MEM,2008-12-14
0020800349,22008,San Antonio Spurs,Oklahoma City Thunder,109,104,L,OKC @ SAS,2008-12-14
0020800350,22008,Los Angeles Lakers,Minnesota Timberwolves,98,86,L,MIN @ LAL,2008-12-14
0020800351,22008,Atlanta Hawks,Charlotte Hornets,83,79,W,ATL vs. CHA,2008-12-15
0020800352,22008,Toronto Raptors,Brooklyn Nets,87,94,L,TOR vs. NJN,2008-12-15
0020800353,22008,Washington Wizards,Indiana Pacers,98,118,W,IND @ WAS,2008-12-15
0020800354,22008,Boston Celtics,Utah Jazz,100,91,L,UTA @ BOS,2008-12-15
0020800355,22008,Miami Heat,Milwaukee Bucks,83,98,W,MIL @ MIA,2008-12-15
0020800356,22008,Dallas Mavericks,Denver Nuggets,88,98,L,DAL vs. DEN,2008-12-15
0020800357,22008,Phoenix Suns,New York Knicks,111,103,W,PHX vs. NYK,2008-12-15
0020800358,22008,Sacramento Kings,Minnesota Timberwolves,118,103,W,SAC vs. MIN,2008-12-15
0020800359,22008,Golden State Warriors,Orlando Magic,98,109,W,ORL @ GSW,2008-12-15
0020800360,22008,Charlotte Hornets,Chicago Bulls,110,101,W,CHA vs. CHI,2008-12-16
0020800361,22008,Memphis Grizzlies,New Orleans Pelicans,84,91,W,NOH @ MEM,2008-12-16
0020800362,22008,Oklahoma City Thunder,Los Angeles Clippers,88,98,W,LAC @ OKC,2008-12-16
0020800363,22008,Houston Rockets,Denver Nuggets,108,96,L,DEN @ HOU,2008-12-16
0020800364,22008,Portland Trail Blazers,Sacramento Kings,109,77,W,POR vs. SAC,2008-12-16
0020800365,22008,Los Angeles Lakers,New York Knicks,116,114,W,LAL vs. NYK,2008-12-16
0020800366,22008,Atlanta Hawks,Boston Celtics,85,88,W,BOS @ ATL,2008-12-17
0020800367,22008,Indiana Pacers,Golden State Warriors,127,120,W,IND vs. GSW,2008-12-17
0020800368,22008,Philadelphia 76ers,Milwaukee Bucks,93,88,W,PHI vs. MIL,2008-12-17
0020800369,22008,Toronto Raptors,Dallas Mavericks,86,96,W,DAL @ TOR,2008-12-17
0020800370,22008,Detroit Pistons,Washington Wizards,88,74,W,DET vs. WAS,2008-12-17
0020800371,22008,Brooklyn Nets,Utah Jazz,92,103,L,NJN vs. UTA,2008-12-17
0020800372,22008,Minnesota Timberwolves,Cleveland Cavaliers,70,93,L,MIN vs. CLE,2008-12-17
0020800373,22008,Chicago Bulls,Los Angeles Clippers,115,109,L,LAC @ CHI,2008-12-17
0020800374,22008,New Orleans Pelicans,San Antonio Spurs,90,83,L,SAS @ NOH,2008-12-17
0020800375,22008,Orlando Magic,San Antonio Spurs,90,78,L,SAS @ ORL,2008-12-18
0020800376,22008,Portland Trail Blazers,Phoenix Suns,124,119,W,POR vs. PHX,2008-12-18
0020800377,22008,Indiana Pacers,Los Angeles Clippers,109,117,L,IND vs. LAC,2008-12-19
0020800378,22008,Washington Wizards,Philadelphia 76ers,103,109,L,WAS vs. PHI,2008-12-19
0020800379,22008,Atlanta Hawks,Golden State Warriors,115,99,W,ATL vs. GSW,2008-12-19
0020800380,22008,Boston Celtics,Chicago Bulls,126,108,L,CHI @ BOS,2008-12-19
0020800381,22008,Brooklyn Nets,Dallas Mavericks,121,97,L,DAL @ NJN,2008-12-19
0020800382,22008,New York Knicks,Milwaukee Bucks,81,105,L,NYK vs. MIL,2008-12-19
0020800383,22008,Detroit Pistons,Utah Jazz,114,120,W,UTA @ DET,2008-12-19
0020800384,22008,Memphis Grizzlies,Charlotte Hornets,83,112,L,MEM vs. CHA,2008-12-19
0020800385,22008,Miami Heat,Los Angeles Lakers,89,87,L,LAL @ MIA,2008-12-19
0020800386,22008,Oklahoma City Thunder,Toronto Raptors,91,83,L,TOR @ OKC,2008-12-19
0020800387,22008,Houston Rockets,Sacramento Kings,107,96,W,HOU vs. SAC,2008-12-19
0020800388,22008,Denver Nuggets,Cleveland Cavaliers,88,105,W,CLE @ DEN,2008-12-19
0020800389,22008,Charlotte Hornets,Golden State Warriors,103,110,W,GSW @ CHA,2008-12-20
0020800390,22008,Orlando Magic,Los Angeles Lakers,106,103,W,ORL vs. LAL,2008-12-20
0020800391,22008,Philadelphia 76ers,Indiana Pacers,94,95,W,IND @ PHI,2008-12-20
0020800392,22008,Minnesota Timberwolves,Houston Rockets,102,109,L,MIN vs. HOU,2008-12-20
0020800393,22008,Brooklyn Nets,Miami Heat,103,106,W,MIA @ NJN,2008-12-20
0020800394,22008,New Orleans Pelicans,Sacramento Kings,99,90,W,NOH vs. SAC,2008-12-20
0020800395,22008,Chicago Bulls,Utah Jazz,106,98,W,CHI vs. UTA,2008-12-20
0020800396,22008,Milwaukee Bucks,Los Angeles Clippers,119,85,L,LAC @ MIL,2008-12-20
0020800397,22008,San Antonio Spurs,Toronto Raptors,107,97,W,SAS vs. TOR,2008-12-20
0020800398,22008,Phoenix Suns,Denver Nuggets,108,101,L,DEN @ PHX,2008-12-20
0020800399,22008,Atlanta Hawks,Detroit Pistons,85,78,W,ATL vs. DET,2008-12-21
0020800400,22008,Boston Celtics,New York Knicks,124,105,W,BOS vs. NYK,2008-12-21
0020800401,22008,Washington Wizards,Dallas Mavericks,86,97,W,DAL @ WAS,2008-12-21
0020800402,22008,Oklahoma City Thunder,Cleveland Cavaliers,91,102,W,CLE @ OKC,2008-12-21
0020800403,22008,Orlando Magic,Golden State Warriors,113,81,W,ORL vs. GSW,2008-12-22
0020800404,22008,Brooklyn Nets,Houston Rockets,91,114,W,HOU @ NJN,2008-12-22
0020800405,22008,Memphis Grizzlies,Los Angeles Lakers,96,105,L,MEM vs. LAL,2008-12-22
0020800406,22008,San Antonio Spurs,Sacramento Kings,101,85,L,SAC @ SAS,2008-12-22
0020800407,22008,Denver Nuggets,Portland Trail Blazers,97,89,L,POR @ DEN,2008-12-22
0020800408,22008,Los Angeles Clippers,Toronto Raptors,75,97,L,LAC vs. TOR,2008-12-22
0020800409,22008,Atlanta Hawks,Oklahoma City Thunder,99,88,L,OKC @ ATL,2008-12-23
0020800410,22008,Charlotte Hornets,Washington Wizards,80,72,W,CHA vs. WAS,2008-12-23
0020800411,22008,Cleveland Cavaliers,Houston Rockets,99,90,W,CLE vs. HOU,2008-12-23
0020800412,22008,Indiana Pacers,Brooklyn Nets,107,108,L,IND vs. NJN,2008-12-23
0020800413,22008,Boston Celtics,Philadelphia 76ers,110,91,L,PHI @ BOS,2008-12-23
0020800414,22008,Miami Heat,Golden State Warriors,96,88,L,GSW @ MIA,2008-12-23
0020800415,22008,Detroit Pistons,Chicago Bulls,104,98,W,DET vs. CHI,2008-12-23
0020800416,22008,Milwaukee Bucks,Utah Jazz,94,86,L,UTA @ MIL,2008-12-23
0020800417,22008,New Orleans Pelicans,Los Angeles Lakers,87,100,W,LAL @ NOH,2008-12-23
0020800418,22008,Dallas Mavericks,Memphis Grizzlies,100,82,L,MEM @ DAL,2008-12-23
0020800419,22008,San Antonio Spurs,Minnesota Timberwolves,99,93,L,MIN @ SAS,2008-12-23
0020800420,22008,Portland Trail Blazers,Denver Nuggets,101,92,L,DEN @ POR,2008-12-23
0020800421,22008,Orlando Magic,New Orleans Pelicans,88,68,W,ORL vs. NOH,2008-12-25
0020800422,22008,Phoenix Suns,San Antonio Spurs,90,91,L,PHX vs. SAS,2008-12-25
0020800423,22008,Los Angeles Lakers,Boston Celtics,92,83,W,LAL vs. BOS,2008-12-25
0020800424,22008,Cleveland Cavaliers,Washington Wizards,93,89,L,WAS @ CLE,2008-12-25
0020800425,22008,Portland Trail Blazers,Dallas Mavericks,94,102,L,POR vs. DAL,2008-12-25
0020800426,22008,Miami Heat,Chicago Bulls,90,77,L,CHI @ MIA,2008-12-26
0020800427,22008,Brooklyn Nets,Charlotte Hornets,87,95,L,NJN vs. CHA,2008-12-26
0020800428,22008,New York Knicks,Minnesota Timberwolves,107,120,W,MIN @ NYK,2008-12-26
0020800429,22008,Detroit Pistons,Oklahoma City Thunder,90,88,W,DET vs. OKC,2008-12-26
0020800430,22008,Memphis Grizzlies,Indiana Pacers,108,105,L,IND @ MEM,2008-12-26
0020800431,22008,New Orleans Pelicans,Houston Rockets,88,79,L,HOU @ NOH,2008-12-26
0020800432,22008,Denver Nuggets,Philadelphia 76ers,105,101,L,PHI @ DEN,2008-12-26
0020800433,22008,Utah Jazz,Dallas Mavericks,97,88,L,DAL @ UTA,2008-12-26
0020800434,22008,Sacramento Kings,Toronto Raptors,101,107,L,SAC vs. TOR,2008-12-26
0020800435,22008,Golden State Warriors,Boston Celtics,99,89,L,BOS @ GSW,2008-12-26
0020800436,22008,Atlanta Hawks,Chicago Bulls,129,117,L,CHI @ ATL,2008-12-27
0020800437,22008,Charlotte Hornets,Brooklyn Nets,103,114,W,NJN @ CHA,2008-12-27
0020800438,22008,Washington Wizards,Oklahoma City Thunder,104,95,L,OKC @ WAS,2008-12-27
0020800439,22008,Minnesota Timberwolves,Orlando Magic,94,118,W,ORL @ MIN,2008-12-27
0020800440,22008,Houston Rockets,Utah Jazz,120,115,W,HOU vs. UTA,2008-12-27
0020800441,22008,Milwaukee Bucks,Detroit Pistons,76,87,L,MIL vs. DET,2008-12-27
0020800442,22008,San Antonio Spurs,Memphis Grizzlies,106,103,W,SAS vs. MEM,2008-12-27
0020800443,22008,Portland Trail Blazers,Toronto Raptors,102,89,L,TOR @ POR,2008-12-27
0020800444,22008,New York Knicks,Denver Nuggets,110,117,W,DEN @ NYK,2008-12-28
0020800445,22008,Los Angeles Clippers,Dallas Mavericks,76,98,L,LAC vs. DAL,2008-12-28
0020800446,22008,Cleveland Cavaliers,Miami Heat,93,86,L,MIA @ CLE,2008-12-28
0020800447,22008,Indiana Pacers,New Orleans Pelicans,103,105,W,NOH @ IND,2008-12-28
0020800448,22008,Sacramento Kings,Boston Celtics,63,108,L,SAC vs. BOS,2008-12-28
0020800449,22008,Los Angeles Lakers,Golden State Warriors,130,113,L,GSW @ LAL,2008-12-28
0020800450,22008,Atlanta Hawks,Denver Nuggets,109,91,L,DEN @ ATL,2008-12-29
0020800451,22008,Detroit Pistons,Orlando Magic,88,82,L,ORL @ DET,2008-12-29
0020800452,22008,Brooklyn Nets,Chicago Bulls,87,100,L,NJN vs. CHI,2008-12-29
0020800453,22008,Minnesota Timberwolves,Memphis Grizzlies,108,98,L,MEM @ MIN,2008-12-29
0020800454,22008,Oklahoma City Thunder,Phoenix Suns,102,110,W,PHX @ OKC,2008-12-29
0020800455,22008,Houston Rockets,Washington Wizards,87,89,L,HOU vs. WAS,2008-12-29
0020800456,22008,Utah Jazz,Philadelphia 76ers,112,95,L,PHI @ UTA,2008-12-29
0020800457,22008,Golden State Warriors,Toronto Raptors,117,111,L,TOR @ GSW,2008-12-29
0020800458,22008,Charlotte Hornets,New York Knicks,89,93,L,CHA vs. NYK,2008-12-30
0020800459,22008,Indiana Pacers,Atlanta Hawks,104,110,W,ATL @ IND,2008-12-30
0020800460,22008,Miami Heat,Cleveland Cavaliers,104,95,W,MIA vs. CLE,2008-12-30
0020800461,22008,Memphis Grizzlies,Phoenix Suns,89,101,W,PHX @ MEM,2008-12-30
0020800462,22008,New Orleans Pelicans,Washington Wizards,97,85,L,WAS @ NOH,2008-12-30
0020800463,22008,Dallas Mavericks,Minnesota Timberwolves,107,100,L,MIN @ DAL,2008-12-30
0020800464,22008,San Antonio Spurs,Milwaukee Bucks,98,100,L,SAS vs. MIL,2008-12-30
0020800465,22008,Portland Trail Blazers,Boston Celtics,91,86,W,POR vs. BOS,2008-12-30
0020800466,22008,Sacramento Kings,Los Angeles Clippers,92,90,W,SAC vs. LAC,2008-12-30
0020800467,22008,Chicago Bulls,Orlando Magic,94,113,W,ORL @ CHI,2008-12-31
0020800468,22008,Detroit Pistons,Brooklyn Nets,83,75,W,DET vs. NJN,2008-12-31
0020800469,22008,Houston Rockets,Milwaukee Bucks,85,81,W,HOU vs. MIL,2008-12-31
0020800470,22008,Toronto Raptors,Denver Nuggets,107,114,L,TOR vs. DEN,2008-12-31
0020800471,22008,Oklahoma City Thunder,Golden State Warriors,107,100,L,GSW @ OKC,2008-12-31
0020800472,22008,Los Angeles Clippers,Philadelphia 76ers,92,100,W,PHI @ LAC,2008-12-31
0020800473,22008,Orlando Magic,Miami Heat,86,76,W,ORL vs. MIA,2009-01-02
0020800474,22008,Toronto Raptors,Houston Rockets,94,73,W,TOR vs. HOU,2009-01-02
0020800475,22008,Boston Celtics,Washington Wizards,108,83,W,BOS vs. WAS,2009-01-02
0020800476,22008,Cleveland Cavaliers,Chicago Bulls,117,92,W,CLE vs. CHI,2009-01-02
0020800477,22008,Brooklyn Nets,Atlanta Hawks,93,91,W,NJN vs. ATL,2009-01-02
0020800478,22008,New York Knicks,Indiana Pacers,103,105,L,NYK vs. IND,2009-01-02
0020800479,22008,Detroit Pistons,Sacramento Kings,98,92,W,DET vs. SAC,2009-01-02
0020800480,22008,Memphis Grizzlies,San Antonio Spurs,80,91,L,MEM vs. SAS,2009-01-02
0020800481,22008,Minnesota Timberwolves,Golden State Warriors,115,108,W,MIN vs. GSW,2009-01-02
0020800482,22008,Oklahoma City Thunder,Denver Nuggets,120,122,W,DEN @ OKC,2009-01-02
0020800483,22008,Dallas Mavericks,Philadelphia 76ers,96,86,L,PHI @ DAL,2009-01-02
0020800484,22008,Milwaukee Bucks,Charlotte Hornets,103,75,W,MIL vs. CHA,2009-01-02
