,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
0,22018,1610612745,HOU,Houston Rockets,0021801099,2019-03-24,HOU @ NOP,W,240,113,42,86,0.488,21,49.0,0.429,8,9,0.889,14.0,37.0,51.0,24,10.0,5.0,17.0,16,23.0
1,22018,1610612745,HOU,Houston Rockets,0021801084,2019-03-22,HOU vs. SAS,W,239,111,36,86,0.419,14,37.0,0.378,25,32,0.781,8.0,40.0,48.0,12,5.0,4.0,9.0,19,6.0
2,22018,1610612745,HOU,Houston Rockets,0021801070,2019-03-20,HOU @ MEM,L,266,125,42,94,0.447,21,48.0,0.438,20,20,1.0,11.0,28.0,39.0,19,10.0,4.0,12.0,27,-1.0
3,22018,1610612745,HOU,Houston Rockets,0021801060,2019-03-19,HOU @ ATL,W,241,121,40,78,0.513,19,47.0,0.404,22,30,0.733,6.0,31.0,37.0,28,13.0,2.0,14.0,17,16.0
4,22018,1610612745,HOU,Houston Rockets,0021801048,2019-03-17,HOU vs. MIN,W,241,117,43,94,0.457,21,50.0,0.42,10,14,0.714,10.0,34.0,44.0,29,9.0,3.0,9.0,25,15.0
5,22018,1610612745,HOU,Houston Rockets,0021801030,2019-03-15,HOU vs. PHX,W,240,108,36,83,0.434,11,40.0,0.275,25,33,0.758,7.0,35.0,42.0,18,13.0,6.0,13.0,20,6.0
6,22018,1610612745,HOU,Houston Rockets,0021801018,2019-03-13,HOU vs. GSW,L,238,104,37,78,0.474,11,41.0,0.268,19,23,0.826,5.0,26.0,31.0,18,7.0,3.0,10.0,16,-2.0
7,22018,1610612745,HOU,Houston Rockets,0021801004,2019-03-11,HOU vs. CHA,W,238,118,38,91,0.418,17,43.0,0.395,25,27,0.926,12.0,43.0,55.0,25,7.0,4.0,14.0,17,12.0
8,22018,1610612745,HOU,Houston Rockets,0021800997,2019-03-10,HOU @ DAL,W,240,94,32,88,0.364,16,52.0,0.308,14,22,0.636,13.0,28.0,41.0,18,6.0,4.0,12.0,20,1.0
9,22018,1610612745,HOU,Houston Rockets,0021800981,2019-03-08,HOU vs. PHI,W,239,107,42,85,0.494,13,41.0,0.317,10,15,0.667,7.0,36.0,43.0,22,13.0,0.0,17.0,18,16.0
10,22018,1610612745,HOU,Houston Rockets,0021800961,2019-03-05,HOU @ TOR,W,240,107,38,85,0.447,15,34.0,0.441,16,18,0.889,9.0,34.0,43.0,22,11.0,6.0,9.0,23,12.0
11,22018,1610612745,HOU,Houston Rockets,0021800945,2019-03-03,HOU @ BOS,W,239,115,38,80,0.475,21,51.0,0.412,18,29,0.621,10.0,32.0,42.0,22,8.0,4.0,12.0,23,11.0
12,22018,1610612745,HOU,Houston Rockets,0021800925,2019-02-28,HOU vs. MIA,W,240,121,38,77,0.494,19,46.0,0.413,26,28,0.929,8.0,28.0,36.0,22,6.0,5.0,15.0,21,3.0
13,22018,1610612745,HOU,Houston Rockets,0021800911,2019-02-27,HOU @ CHA,W,240,118,42,91,0.462,13,39.0,0.333,21,24,0.875,7.0,30.0,37.0,23,11.0,3.0,10.0,22,5.0
14,22018,1610612745,HOU,Houston Rockets,0021800903,2019-02-25,HOU vs. ATL,W,240,119,39,90,0.433,15,51.0,0.294,26,30,0.867,12.0,25.0,37.0,24,11.0,4.0,12.0,18,8.0
15,22018,1610612745,HOU,Houston Rockets,0021800892,2019-02-23,HOU @ GSW,W,240,118,40,92,0.435,16,43.0,0.372,22,24,0.917,12.0,37.0,49.0,26,13.0,7.0,14.0,23,6.0
16,22018,1610612745,HOU,Houston Rockets,0021800872,2019-02-21,HOU @ LAL,L,241,106,40,88,0.455,12,41.0,0.293,14,15,0.933,4.0,35.0,39.0,18,8.0,5.0,14.0,28,-5.0
17,22018,1610612745,HOU,Houston Rockets,0021800861,2019-02-13,HOU @ MIN,L,240,111,40,98,0.408,19,53.0,0.358,12,13,0.923,13.0,24.0,37.0,23,5.0,2.0,9.0,18,-10.0
18,22018,1610612745,HOU,Houston Rockets,0021800844,2019-02-11,HOU vs. DAL,W,241,120,42,90,0.467,23,60.0,0.383,13,15,0.867,9.0,29.0,38.0,28,13.0,5.0,9.0,26,16.0
19,22018,1610612745,HOU,Houston Rockets,0021800832,2019-02-09,HOU vs. OKC,L,240,112,37,86,0.43,16,45.0,0.356,22,30,0.733,7.0,32.0,39.0,18,10.0,7.0,12.0,26,-5.0
20,22018,1610612745,HOU,Houston Rockets,0021800809,2019-02-06,HOU @ SAC,W,241,127,45,100,0.45,20,51.0,0.392,17,18,0.944,13.0,29.0,42.0,17,13.0,7.0,11.0,19,26.0
21,22018,1610612745,HOU,Houston Rockets,0021800794,2019-02-04,HOU @ PHX,W,239,118,43,87,0.494,13,41.0,0.317,19,25,0.76,12.0,31.0,43.0,19,13.0,2.0,12.0,19,8.0
22,22018,1610612745,HOU,Houston Rockets,0021800786,2019-02-02,HOU @ UTA,W,239,125,40,87,0.46,15,39.0,0.385,30,37,0.811,8.0,40.0,48.0,17,15.0,8.0,14.0,29,27.0
23,22018,1610612745,HOU,Houston Rockets,0021800774,2019-02-01,HOU @ DEN,L,241,122,45,85,0.529,16,44.0,0.364,16,21,0.762,11.0,19.0,30.0,23,6.0,3.0,10.0,24,-14.0
